url,global_rank,country_rank,reach_per_million,page_views_per_million,page_views_per_user,category,lang_code
thefreewindows.com,234517,234517,2.9,0.1,1.3,Shopping,en
kleen-ritecorp.com,234534,234534,2.1,0.2,3.5,Shopping,en
canvasondemand.com,234586,234586,2,0.22,4.2,Shopping,en
inateck.com,234600,234600,2.1,0.19,3.3,Shopping,en
cartoonnetworkshop.com,234623,234623,1.8,0.28,5.6,Shopping,en
merchallday.com,234643,234643,2.7,0.12,1.6,Shopping,en
freshtrends.com,234654,234654,2.2,0.17,2.9,Shopping,en
kellycodetectors.com,234660,234660,2.3,0.15,2.4,Shopping,en
softsurroundingsoutlet.com,234665,234665,1.6,0.46,11,Shopping,en
novashe.com,234669,234669,2.1,0.19,3.4,Shopping,en
genesis-zone.com,234674,234674,2.2,0.17,2.9,Shopping,en
shoppirate.in,234694,234694,2.5,0.13,1.9,Shopping,en
boy-london.com,234715,234715,1.8,0.31,6.4,Shopping,en
killionest.com,234719,234719,2.1,0.19,3.3,Shopping,en
orthoticshop.com,234724,234724,2.4,0.14,2.1,Shopping,en
mpoweruk.com,234727,234727,2.7,0.11,1.5,Shopping,en
freelywheely.com,234732,234732,2.1,0.18,3.1,Shopping,en
topconsumerreviews.com,234761,234761,2.8,0.11,1.4,Shopping,en
techhypermart.com,234812,234812,1.9,0.26,5,Shopping,en
listonic.com,234824,234824,2.8,0.11,1.4,Shopping,en
lanieri.com,234842,234842,2.7,0.11,1.6,Shopping,en
bobjane.com.au,234863,234863,2.2,0.18,3,Shopping,en
buckdodgers.com,234890,234890,1.8,0.32,6.8,Shopping,en
nywatchstore.com,234896,234896,2.5,0.13,1.8,Shopping,en
magellangps.com,234900,234900,2,0.22,4.1,Shopping,en
junebridals.com,234911,234911,1.9,0.24,4.6,Shopping,en
thermador.com,234918,234918,2.1,0.19,3.3,Shopping,en
uscbookstore.com,234923,234923,2.3,0.16,2.6,Shopping,en
fabtolab.com,234924,234924,1.8,0.3,6.1,Shopping,en
electricalnotes.wordpress.com,234932,234932,2.6,0.12,1.7,Shopping,en
optactical.com,234934,234934,1.7,0.33,7.1,Shopping,en
jeeves.co.in,234946,234946,1.6,0.42,9.5,Shopping,en
volcanoecigs.com,234968,234968,2.1,0.2,3.5,Shopping,en
store-cebedmpn.mybigcommerce.com,234995,234995,2.3,0.16,2.5,Shopping,en
diversdirect.com,235020,235020,2,0.21,3.8,Shopping,en
carofigliojunior.com,235039,235039,2,0.21,4,Shopping,en
tatamifightwear.com,235077,235077,1.8,0.31,6.4,Shopping,en
akitio.com,235089,235089,2.5,0.13,1.9,Shopping,en
frankiesbikinis.com,235115,235115,2,0.22,4.1,Shopping,en
lenofx.com,235116,235116,2,0.21,3.8,Shopping,en
tuffshed.com,235139,235139,2.3,0.15,2.4,Shopping,en
wickedgoodcupcakes.com,235147,235147,1.7,0.35,7.5,Shopping,en
dnddice.com,235161,235161,1.8,0.27,5.5,Shopping,en
giftster.com,235167,235167,2.1,0.2,3.6,Shopping,en
napoleongrills.com,235181,235181,2.4,0.14,2.2,Shopping,en
amjudaicaandgifts.com,235192,235192,1.3,0.87,24,Shopping,en
brylanehome.com,235215,235215,1.8,0.28,5.5,Shopping,en
rawthentic.com,235242,235242,1.9,0.26,5.1,Shopping,en
blueridgeknives.com,235244,235244,1.6,0.44,10,Shopping,en
stressless.com,235277,235277,2.1,0.2,3.6,Shopping,en
99rpm.com,235318,235318,2.2,0.16,2.7,Shopping,en
ipsparcel.com,235319,235319,2.7,0.12,1.6,Shopping,en
aeg.co.uk,235328,235328,2.3,0.15,2.4,Shopping,en
katesclothing.co.uk,235367,235367,2.1,0.19,3.2,Shopping,en
walkerexhaust.com,235385,235385,2.6,0.12,1.7,Shopping,en
soccerplus.net,235389,235389,2,0.15,2,Shopping,en
inpopstyle.com,235397,235397,2.3,0.16,2.6,Shopping,en
nextwarehouse.com,235423,235423,2.2,0.16,2.6,Shopping,en
stevesblindsandwallpaper.com,235441,235441,2,0.21,3.8,Shopping,en
delphiglass.com,235443,235443,2.1,0.19,3.3,Shopping,en
rrd-preparation.com,235445,235445,2,0.22,4,Shopping,en
pagoda.com,235449,235449,2.3,0.16,2.6,Shopping,en
larizia.com,235457,235457,2.2,0.17,3,Shopping,en
greetabl.com,235465,235465,2,0.23,4.3,Shopping,en
saltwatersportsman.com,235474,235474,2.4,0.14,2.1,Shopping,en
luvyle.com,235476,235476,1.6,0.41,9.4,Shopping,en
hollanderparts.com,235477,235477,1.8,0.3,6.1,Shopping,en
emuaid.com,235494,235494,3,0.1,1.2,Shopping,en
mumetaz.com,235498,235498,2.1,0.18,3.2,Shopping,en
digitalbookstream.com,235530,235530,2.3,0.15,2.5,Shopping,en
sneakerbucks.com,235537,235537,2.8,0.11,1,Shopping,en
ingredientstodiefor.com,235585,235585,1.9,0.25,4.8,Shopping,en
bullymake.com,235596,235596,2.2,0.17,2.8,Shopping,en
myfabrics.co.uk,235598,235598,1.8,0.3,6.2,Shopping,en
kickscrew.com,235674,235674,2,0.21,3.7,Shopping,en
bglh-marketplace.com,235681,235681,3,0.1,1.2,Shopping,en
dailytravelvibe.com,235704,235704,2.7,0.11,1.5,Shopping,en
ikancorp.com,235721,235721,2.5,0.13,2,Shopping,en
ptplace.com,235749,235749,1.8,0.3,6.2,Shopping,en
olivenation.com,235759,235759,1.6,0.42,9.5,Shopping,en
gameloot.in,235801,235801,1.8,0.3,6.1,Shopping,en
lowes.com.au,235811,235811,1.9,0.24,4.7,Shopping,en
cooltoday.com,235839,235839,3,0.09,1.1,Shopping,en
ebarnett.com,235840,235840,2.1,0.2,3.5,Shopping,en
jzwar.com,235894,235894,2.9,0.1,1,Shopping,en
globebrand.com,235928,235928,2.1,0.18,3.1,Shopping,en
headandshoulders.com,236038,236038,2.4,0.14,2.2,Shopping,en
eytys.com,236051,236051,2.3,0.16,2.5,Shopping,en
koleso-razmer.ru,236066,236066,2.9,0.1,1.3,Shopping,en
brilliantsparklers.com,236068,236068,2.2,0.16,2.6,Shopping,en
fukmilfz.com,236072,236072,3.2,0.09,1,Shopping,en
roundup.com,236083,236083,2.6,0.12,1.6,Shopping,en
wightbay.com,236099,236099,1.9,0.24,4.5,Shopping,en
exoticanimalsforsale.net,236101,236101,2.5,0.13,2,Shopping,en
adiamor.com,236115,236115,2.2,0.16,2.7,Shopping,en
cheapbats.com,236155,236155,1.7,0.38,8.5,Shopping,en
fabpromocodes.in,236157,236157,1.9,0.23,4.4,Shopping,en
designerappliances.com,236168,236168,2.3,0.15,2.4,Shopping,en
ruthlessvapor.com,236212,236212,2.6,0.12,1.6,Shopping,en
souqshop.site,236238,236238,3.1,0.09,1.1,Shopping,en
mortarinvestments.eu,236277,236277,1.7,0.35,7.5,Shopping,en
customercareinfo.in,236285,236285,3,0.09,1.1,Shopping,en
bandolierstyle.com,236288,236288,1.9,0.26,5,Shopping,en
anovos.com,236289,236289,2.2,0.17,3,Shopping,en
dynastynerds.com,236310,236310,2.6,0.12,1.6,Shopping,en
czcustom.com,236333,236333,2.1,0.19,3.4,Shopping,en
membershiprewards.co.uk,236377,236377,2.2,0.17,2.9,Shopping,en
4ufreeclassifiedads.com,236417,236417,1.8,0.29,5.9,Shopping,en
the-priory.com,236480,236480,2.2,0.16,2.7,Shopping,en
ammo.com,236504,236504,2.4,0.14,2.1,Shopping,en
watchmaster.com,236505,236505,2.5,0.13,1.9,Shopping,en
elusivedisc.com,236506,236506,2,0.21,3.8,Shopping,en
wood-finishes-direct.com,236571,236571,2.2,0.16,2.7,Shopping,en
lumivida.com,236578,236578,2,0.29,6,Shopping,en
southernhobby.com,236584,236584,2,0.22,4.1,Shopping,en
logicmerch.com,236634,236634,2,0.22,4.1,Shopping,en
clockworksynergy.com,236661,236661,1.9,0.23,4.5,Shopping,en
kolysen.com,236690,236690,2.8,0.1,1,Shopping,en
spectrumchemical.com,236705,236705,2.5,0.13,1.8,Shopping,en
99kanpou.com,236711,236711,2.4,0.13,2,Shopping,en
cruiseaway.com.au,236744,236744,2.3,0.15,2.4,Shopping,en
copyshrug.com,236762,236762,3,0.1,1.2,Shopping,en
fusionbeads.com,236788,236788,2.4,0.13,2,Shopping,en
armysurplusworld.com,236796,236796,2.3,0.15,2.4,Shopping,en
r-m.de,236804,236804,2.1,0.18,3.1,Shopping,en
usamilitarymedals.com,236820,236820,2.2,0.17,2.8,Shopping,en
idealshape.com,236822,236822,2.1,0.2,3.5,Shopping,en
ohlolly.com,236844,236844,2.2,0.16,2.6,Shopping,en
amway.ca,236845,236845,1.7,0.37,8.1,Shopping,en
adidas.co.nz,236859,236859,2.2,0.16,2.6,Shopping,en
kickasskandy.com,236870,236870,2.1,0.19,3.5,Shopping,en
purebuttons.com,236873,236873,1.8,0.28,5.6,Shopping,en
printrove.com,236886,236886,1.8,0.26,5.2,Shopping,en
lastexittonowhere.com,236888,236888,1.8,0.27,5.5,Shopping,en
tradingdepot.co.uk,236891,236891,2,0.2,3.7,Shopping,en
gsakai.co.jp,236905,236905,2,0.18,3,Shopping,en
pixers.us,236913,236913,2.3,0.15,2.5,Shopping,en
carpetcourt.com.au,236925,236925,1.5,0.58,14,Shopping,en
readcereal.com,236927,236927,2,0.2,3.5,Shopping,en
mashsf.com,236941,236941,1.9,0.25,4.9,Shopping,en
picturethemagic.com,236947,236947,1.7,0.36,7.9,Shopping,en
fujiarts.com,236959,236959,2,0.22,4,Shopping,en
lastminute-auction.com,236967,236967,1.8,0.3,6.3,Shopping,en
practical-sailor.com,236984,236984,2.6,0.12,1.7,Shopping,en
rs-components.com,236996,236996,3,0.09,1.2,Shopping,en
morninglavender.com,237003,237003,2,0.21,4,Shopping,en
zentaizone.com,237025,237025,1.8,0.27,5.5,Shopping,en
continental-automotive.com,237030,237030,2.6,0.12,1.7,Shopping,en
xlmoto.no,237073,237073,1.8,0.28,5.7,Shopping,en
snowpak.com,237079,237079,2.5,0.13,1.9,Shopping,en
shoparu.com,237080,237080,1.8,0.27,5.4,Shopping,en
theflowershop.ae,237089,237089,1.4,0.62,16,Shopping,en
stacyadams.com,237137,237137,2,0.21,3.8,Shopping,en
wasted.fr,237155,237155,1.9,0.24,4.7,Shopping,en
pishposhbaby.com,237164,237164,2.4,0.13,2,Shopping,en
well-spent.com,237167,237167,2.6,0.12,1.6,Shopping,en
t-shirtwholesaler.com,237195,237195,2.1,0.19,3.4,Shopping,en
aemelectronics.com,237244,237244,2.5,0.13,1.9,Shopping,en
mobilesquare.com.sg,237262,237262,2,0.2,3.6,Shopping,en
adventurealan.com,237272,237272,2.7,0.11,1.5,Shopping,en
notjustalabel.com,237286,237286,2.6,0.12,1.7,Shopping,en
kateaspen.com,237311,237311,1.8,0.26,5.2,Shopping,en
hiphopdrumsamples.com,237312,237312,2.3,0.15,2.5,Shopping,en
chiefsupply.com,237348,237348,2.1,0.18,3.2,Shopping,en
cashfordiabetics.com,237350,237350,2.8,0.1,1.3,Shopping,en
myfitfuel.in,237357,237357,2.7,0.11,1.6,Shopping,en
menguin.com,237368,237368,2,0.2,3.7,Shopping,en
tangocard.com,237446,237446,2.1,0.18,3,Shopping,en
flybubble.com,237455,237455,2,0.22,4.1,Shopping,en
coutloot.com,237483,237483,2.2,0.16,2.6,Shopping,en
ncstar.com,237492,237492,1.3,1.08,31,Shopping,en
karhu.com,237508,237508,2,0.22,4,Shopping,en
roomle.com,237509,237509,2.3,0.15,2.4,Shopping,en
procivic.com,237515,237515,1.7,0.32,6.7,Shopping,en
nicergear.shop,237580,237580,2.6,0.11,1.6,Shopping,en
notesduniya.com,237581,237581,2.2,0.16,2.7,Shopping,en
fairsdeal.com,237600,237600,2,0.2,3.7,Shopping,en
amarr.com,237602,237602,2,0.2,3.5,Shopping,en
askwebexpert.com,237606,237606,2.2,0.16,2.6,Shopping,en
darabanth.com,237614,237614,1.9,0.23,4.5,Shopping,en
greenlee.com,237632,237632,2.1,0.18,3.2,Shopping,en
okdgg.com,237671,237671,1.9,0.25,4.8,Shopping,en
james13prix.info,237674,237674,3,0.09,1.1,Shopping,en
libertymountain.com,237676,237676,1.6,0.38,8.5,Shopping,en
downeastbasics.com,237678,237678,1.9,0.25,4.8,Shopping,en
sport-bittl.com,237679,237679,1.9,0.25,4.9,Shopping,en
culttvmanshop.com,237689,237689,2,0.22,4.1,Shopping,en
military1.com,237704,237704,3,0.09,1.2,Shopping,en
goldenmark.com,237726,237726,2.4,0.13,2,Shopping,en
ivankatrump.com,237767,237767,2.2,0.16,2.7,Shopping,en
wellindal.com,237809,237809,2.5,0.13,1.9,Shopping,en
gw2profits.com,237810,237810,2.1,0.19,3.4,Shopping,en
frightprops.com,237824,237824,1.7,0.33,7.2,Shopping,en
cvlinens.com,237839,237839,1.8,0.3,6.3,Shopping,en
wheelsmfg.com,237854,237854,2.2,0.16,2.6,Shopping,en
theyfit.co.uk,237859,237859,2.1,0.19,3.4,Shopping,en
nativeunion.com,237861,237861,2.2,0.17,2.9,Shopping,en
waltons.co.za,237872,237872,2,0.21,3.8,Shopping,en
truckcampermagazine.com,237899,237899,2.5,0.13,1.9,Shopping,en
buzzebees.com,237913,237913,2,0.21,3.9,Shopping,en
makeradvisor.com,237922,237922,2.8,0.1,1.3,Shopping,en
rectecgrills.com,237954,237954,2,0.21,3.9,Shopping,en
ossila.com,237979,237979,1.9,0.23,4.5,Shopping,en
bateaux-mouches.fr,238034,238034,2,0.21,4,Shopping,en
eddiebauer.ca,238038,238038,1.7,0.34,7.3,Shopping,en
southernstates.com,238055,238055,2.4,0.13,2,Shopping,en
gophersport.com,238064,238064,2.2,0.16,2.6,Shopping,en
havahart.com,238083,238083,2.8,0.1,1.4,Shopping,en
shopperspk.com,238089,238089,2.1,0.18,3,Shopping,en
southjewellery.com,238101,238101,2.1,0.18,3.1,Shopping,en
canadian-pharmacy-24.com,238171,238171,2.5,0.13,1.9,Shopping,en
creative-mall.com,238221,238221,2.3,0.15,2.3,Shopping,en
umbro.com,238222,238222,2.6,0.11,1.6,Shopping,en
deanguitars.com,238299,238299,2.2,0.17,2.9,Shopping,en
100layercake.com,238302,238302,2.3,0.15,2.5,Shopping,en
humboldtvapetech.com,238332,238332,1.8,0.27,5.6,Shopping,en
uboat.net,238336,238336,1.8,0.26,5.1,Shopping,en
betts.com.au,238363,238363,2.1,0.17,3,Shopping,en
freeclassifiedssites.com,238380,238380,1.8,0.3,6.2,Shopping,en
valuemags.com,238392,238392,2.3,0.15,2.4,Shopping,en
griotsgarage.com,238411,238411,2.1,0.18,3,Shopping,en
weather2travel.com,238475,238475,2.6,0.12,1.6,Shopping,en
pfisterfaucets.com,238480,238480,2,0.22,4.1,Shopping,en
greenoptimistic.com,238489,238489,2.6,0.11,1.6,Shopping,en
maharashtradirectory.com,238543,238543,2.4,0.14,2.1,Shopping,en
dealfuel.com,238551,238551,2.3,0.14,2.3,Shopping,en
savvyrest.com,238557,238557,1.6,0.43,10,Shopping,en
eglobalcentralau.com,238575,238575,2.3,0.15,2.4,Shopping,en
themeditelegraph.com,238598,238598,2.7,0.11,1.5,Shopping,en
thedreslyn.com,238618,238618,2.2,0.15,2.5,Shopping,en
srisritattva.com,238621,238621,1.8,0.27,5.5,Shopping,en
saintbernard.com,238632,238632,2.4,0.13,2,Shopping,en
wright20.com,238662,238662,2.1,0.18,3.1,Shopping,en
premiata.it,238666,238666,1.9,0.25,4.9,Shopping,en
angel-gemstones.com,238699,238699,2.2,0.16,2.5,Shopping,en
okfurniture.co.za,238724,238724,1.8,0.28,5.7,Shopping,en
performbetter.com,238753,238753,2.5,0.12,1.7,Shopping,en
victaulic.com,238754,238754,2.2,0.16,2.6,Shopping,en
afrikrea.com,238787,238787,1.7,0.34,7.5,Shopping,en
wholesalesuiteplugin.com,238798,238798,2.7,0.11,1.4,Shopping,en
cumminsindia.com,238810,238810,2.4,0.14,2.1,Shopping,en
jmldirect.com,238853,238853,2.2,0.17,2.9,Shopping,en
lancecamper.com,238868,238868,2.2,0.16,2.7,Shopping,en
rccaraction.com,238892,238892,2,0.22,4.1,Shopping,en
abugames.com,238910,238910,2.1,0.18,3.1,Shopping,en
rollersnakes.co.uk,238945,238945,2,0.2,3.5,Shopping,en
fizik.com,238947,238947,1.9,0.22,4.2,Shopping,en
gundogsupply.com,238963,238963,2,0.19,3.5,Shopping,en
loopycases.com,238971,238971,2,0.2,3.7,Shopping,en
poundshop.com,238980,238980,1.6,0.41,9.6,Shopping,en
kabar.com,238989,238989,2,0.19,3.5,Shopping,en
mmahq.com,238993,238993,2.9,0.1,1.2,Shopping,en
stokesstores.com,239030,239030,2,0.2,3.6,Shopping,en
dopeboo.com,239064,239064,1.6,0.41,9.5,Shopping,en
tnepds.co.in,239080,239080,2.4,0.13,2,Shopping,en
tuffclassified.com,239087,239087,1.9,0.23,4.5,Shopping,en
sysonline.com,239095,239095,2.4,0.13,2,Shopping,en
urbanpup.com,239096,239096,2,0.19,3,Shopping,en
nisnass.com,239116,239116,1.9,0.22,4.2,Shopping,en
cabionline.com,239125,239125,2.1,0.17,2.9,Shopping,en
poundstretcher.co.uk,239139,239139,2.3,0.15,2.5,Shopping,en
pocketnc.com,239155,239155,2.2,0.16,2.7,Shopping,en
cowlingandwilcox.com,239160,239160,2.76,0.36,4.781,Shopping,en
dealspure.com,239177,239177,2.9,0.09,1.2,Shopping,en
ntn-snr.com,239202,239202,2,0.2,3.5,Shopping,en
houzz.com.sg,239207,239207,2.2,0.16,2.8,Shopping,en
ltcompany.com,239231,239231,1.8,0.27,5.5,Shopping,en
mariakillam.com,239232,239232,2.4,0.14,2.1,Shopping,en
supergadget.store,239233,239233,1.7,0.3,6.3,Shopping,en
myperfectcolor.com,239242,239242,2.4,0.14,2.1,Shopping,en
vandykes.com,239297,239297,2.3,0.15,2.3,Shopping,en
krisshopair.com,239312,239312,1.9,0.25,4.8,Shopping,en
rutlands.co.uk,239325,239325,1.7,0.32,6.9,Shopping,en
iifeelnew.com,239372,239372,2.5,0.12,1.7,Shopping,en
ayumilovemaple.wordpress.com,239434,239434,2.9,0.1,1.2,Shopping,en
promotionalcodes.ie,239439,239439,2.5,0.12,1.8,Shopping,en
boeingstore.com,239444,239444,1.8,0.29,6.2,Shopping,en
coolray.com,239457,239457,3,0.09,1.1,Shopping,en
powerfood.ch,239466,239466,2.1,0.18,3.1,Shopping,en
domu.co.uk,239474,239474,1.9,0.24,4.7,Shopping,en
easyhotel.com,239478,239478,2.7,0.1,1.4,Shopping,en
checkcosmetic.net,239489,239489,2.9,0.09,1.2,Shopping,en
treatme.co.nz,239490,239490,2.2,0.15,2.5,Shopping,en
enligo.com,239497,239497,2.5,0.12,1.7,Shopping,en
taniusa.com,239507,239507,2.2,0.16,2.6,Shopping,en
teachingtextbooks.com,239533,239533,2.2,0.17,2.8,Shopping,en
uniwigs.com,239535,239535,1.9,0.23,4.4,Shopping,en
piaget.com,239552,239552,2.1,0.18,3.1,Shopping,en
offerstar.org,239561,239561,2.4,0.13,2,Shopping,en
how-to-play-bass-courses.com,239565,239565,1.6,0.37,8.4,Shopping,en
alivecor.com,239595,239595,2.2,0.15,2.5,Shopping,en
avis.co.in,239607,239607,2,0.19,3.5,Shopping,en
healthfashionlive.com,239614,239614,2.2,0.16,2.7,Shopping,en
car-transplants.co.uk,239651,239651,1.6,0.37,8.2,Shopping,en
k-var.com,239666,239666,2.7,0.11,1.5,Shopping,en
searay.com,239680,239680,1.9,0.22,4.3,Shopping,en
fresco-exhaust.com,239708,239708,2,0.28,6,Shopping,en
bonanzamarket.co.uk,239755,239755,2.4,0.13,2,Shopping,en
valuevillage.com,239795,239795,2.4,0.13,1.9,Shopping,en
mensclothingswitzerland.com,239800,239800,2.2,0.16,2.7,Shopping,en
luxxhealth.com,239807,239807,2.2,0.15,2.5,Shopping,en
aftco.com,239818,239818,2.2,0.16,2.7,Shopping,en
photobox.ie,239861,239861,1.8,0.26,5.3,Shopping,en
artbrokerage.com,239863,239863,2.1,0.18,3.3,Shopping,en
knomo.com,239866,239866,2.1,0.18,3.1,Shopping,en
lollarguitars.com,239884,239884,1.9,0.24,4.8,Shopping,en
owayo.com,239886,239886,2.3,0.15,2.3,Shopping,en
minnetonkamoccasin.com,239901,239901,2,0.2,3.7,Shopping,en
sahometraders.co.za,239905,239905,1.8,0.28,5.7,Shopping,en
minervacrafts.com,239925,239925,1.6,0.36,8,Shopping,en
kelkoo.co.uk,239935,239935,2.3,0.14,2,Shopping,en
carnival.com.au,239941,239941,1.8,0.25,5,Shopping,en
technoland.com.mm,239947,239947,1.9,0.24,4.7,Shopping,en
beautyandthebeauty.com,239975,239975,2.3,0.15,2.4,Shopping,en
indialisted.com,239979,239979,3,0.09,1.1,Shopping,en
masseys.com,240021,240021,1.7,0.33,7.3,Shopping,en
democraciaejustica.org,240042,240042,2.3,0.14,2.2,Shopping,en
ttpremium.com,240059,240059,1.9,0.23,4.4,Shopping,en
wineaccess.com,240070,240070,2.3,0.14,2.2,Shopping,en
seekgif.com,240094,240094,2.8,0.1,1.4,Shopping,en
thecarseatlady.com,240101,240101,2.7,0.1,1.4,Shopping,en
eastwoodguitars.com,240115,240115,2,0.21,3.9,Shopping,en
zipcodespostal.com,240138,240138,2.9,0.09,1.2,Shopping,en
seavees.com,240141,240141,2.1,0.18,3.3,Shopping,en
selectcbd.com,240170,240170,2,0.19,3.4,Shopping,en
xdress.com,240181,240181,2,0.21,3.9,Shopping,en
smartbuyglasses.co.za,240186,240186,1.7,0.34,7.6,Shopping,en
jaycar.co.nz,240188,240188,2,0.19,3.4,Shopping,en
hcsvoicepacks.com,240195,240195,1.8,0.26,5.3,Shopping,en
mp3playeradvisor.com,240198,240198,1.7,0.31,6.6,Shopping,en
lumas.com,240209,240209,1.8,0.26,5.2,Shopping,en
bestwaywholesale.co.uk,240230,240230,2,0.19,3.5,Shopping,en
supercircuits.com,240231,240231,2.3,0.14,2.1,Shopping,en
condenaststore.com,240270,240270,2.2,0.16,2.7,Shopping,en
hyperdrug.co.uk,240290,240290,2,0.19,3.4,Shopping,en
mommyoverwork.com,240321,240321,2.6,0.11,1.6,Shopping,en
thereadystore.com,240347,240347,2.2,0.15,2.5,Shopping,en
vitalityextracts.com,240366,240366,2,0.19,3.4,Shopping,en
greenfingers.com,240378,240378,2.3,0.14,2.2,Shopping,en
carmodsaustralia.com.au,240386,240386,2.2,0.16,2.6,Shopping,en
ugaoo.com,240416,240416,1.9,0.22,4.2,Shopping,en
urbanvegan.net,240417,240417,3,0.09,1.1,Shopping,en
ferrino.it,240438,240438,2,0.2,3.8,Shopping,en
gardentherapy.ca,240448,240448,2.9,0.1,1.2,Shopping,en
alphabetbags.com,240491,240491,2,0.21,4,Shopping,en
adeex.us,240515,240515,1.9,0.24,4.7,Shopping,en
ondoor.com,240538,240538,1.9,0.24,4.8,Shopping,en
mjnexpress.ca,240545,240545,1.7,0.32,7,Shopping,en
calimacil.com,240580,240580,1.6,0.36,8.1,Shopping,en
themiracleofessentialoils.com,240596,240596,2.9,0.1,1.2,Shopping,en
dragonshield.com,240624,240624,1.7,0.29,6.2,Shopping,en
whatsupfagans.com,240625,240625,2.7,0.1,1.4,Shopping,en
bollywoodbreakfast.com,240630,240630,2.7,0.11,1.4,Shopping,en
tarptent.com,240663,240663,2.2,0.15,2.5,Shopping,en
suggestphone.com,240697,240697,2.8,0.1,1.3,Shopping,en
stagelightingstore.com,240707,240707,2.2,0.15,2.4,Shopping,en
popeyescanada.com,240710,240710,2,0.19,3.3,Shopping,en
serengetee.com,240717,240717,1.9,0.21,4.1,Shopping,en
carminashoemaker.com,240740,240740,2.4,0.13,2,Shopping,en
moonconnection.com,240752,240752,2.8,0.1,1.4,Shopping,en
fullyfilmy.in,240772,240772,1.9,0.24,4.8,Shopping,en
homify.com,240783,240783,2.5,0.12,1.8,Shopping,en
bestblackfriday.com,240798,240798,2,0.19,3.3,Shopping,en
heiluu.com,240815,240815,2.2,0.15,2.4,Shopping,en
freester.com,240885,240885,2,0.2,3.7,Shopping,en
anonymousproductionassistant.com,240889,240889,2.7,0.11,1.4,Shopping,en
backpackerverse.com,240942,240942,2.9,0.09,1.2,Shopping,en
mercedessource.com,240951,240951,2.4,0.13,2,Shopping,en
crazystore.co.za,240963,240963,1.8,0.26,5.4,Shopping,en
bestofsigns.com,241032,241032,2.2,0.15,2.6,Shopping,en
sengled.com,241039,241039,2.4,0.13,2.1,Shopping,en
humboldtmfg.com,241072,241072,2.3,0.14,2.3,Shopping,en
babor.com,241104,241104,2.1,0.18,3.2,Shopping,en
unbeatablesale.com,241109,241109,2.4,0.13,2,Shopping,en
brickwatch.net,241129,241129,2,0.19,3.4,Shopping,en
chaosads.com,241193,241193,1.8,0.26,5.3,Shopping,en
author.eu,241195,241195,1.8,0.28,5.8,Shopping,en
dfranklincreation.com,241219,241219,1.9,0.21,4,Shopping,en
aetherapparel.com,241232,241232,2.1,0.17,3,Shopping,en
murdochs.com,241236,241236,2.1,0.18,3.2,Shopping,en
lumingift.pro,241237,241237,2.5,0.12,1.8,Shopping,en
gameroomsolutions.com,241239,241239,2.2,0.15,2.5,Shopping,en
musto.com,241256,241256,1.8,0.28,5.9,Shopping,en
liquidblue.com,241277,241277,1.9,0.22,4.3,Shopping,en
pokedit.com,241304,241304,2.1,0.17,2.9,Shopping,en
babygearlab.com,241310,241310,2.2,0.16,2.6,Shopping,en
permatex.com,241322,241322,2.4,0.13,1.9,Shopping,en
designeroptics.com,241337,241337,2,0.18,3.3,Shopping,en
tennis-point.com,241380,241380,2.1,0.17,3,Shopping,en
dwell.co.uk,241410,241410,1.9,0.21,4.1,Shopping,en
bois.io,241452,241452,3,0.09,1.1,Shopping,en
kobelli.com,241470,241470,1.6,0.39,8.9,Shopping,en
hgshopping.com,241476,241476,2.2,0.16,2.6,Shopping,en
gumps.com,241502,241502,1.7,0.29,6.3,Shopping,en
amtaa.com,241525,241525,1.7,0.33,7.2,Shopping,en
hairvivi.com,241527,241527,1.8,0.24,4.8,Shopping,en
mandp.co.uk,241533,241533,1.8,0.26,5.4,Shopping,en
jesrestaurantequipment.com,241535,241535,2.2,0.15,2.5,Shopping,en
mcsus.com,241536,241536,1.6,0.38,8.8,Shopping,en
iedm.com,241538,241538,2.4,0.13,1.9,Shopping,en
allswellhome.com,241550,241550,2.3,0.14,2.3,Shopping,en
trevcoinc.com,241602,241602,1.5,0.51,13,Shopping,en
aiobot.com,241641,241641,2.4,0.13,2,Shopping,en
manualsworld.ru,241653,241653,2.9,0.1,1.2,Shopping,en
igxe.com,241654,241654,2.1,0.16,2.8,Shopping,en
vapefully.com,241680,241680,2.3,0.14,2.3,Shopping,en
triveniethnics.com,241693,241693,1.6,0.42,10,Shopping,en
turkishdelightphone.com,241706,241706,2.2,0.16,2.7,Shopping,en
tokidoki.it,241709,241709,1.7,0.29,6.2,Shopping,en
lundsandbyerlys.com,241756,241756,2.1,0.17,3,Shopping,en
toms.co.uk,241792,241792,1.8,0.24,4.8,Shopping,en
premierwd.com,241797,241797,1.9,0.22,4.2,Shopping,en
bigsale.com.my,241798,241798,2.1,0.17,3.1,Shopping,en
srilankantaste.jp,241802,241802,2,0.4,9,Shopping,en
etonbio.com,241807,241807,1.8,0.24,4.9,Shopping,en
schwarzkopf.com,241825,241825,2.4,0.13,2,Shopping,en
supermediastore.com,241851,241851,2.3,0.14,2.3,Shopping,en
gc2b.co,241884,241884,1.9,0.23,4.5,Shopping,en
220-electronics.com,241913,241913,2.1,0.17,2.9,Shopping,en
broilkingbbq.com,241921,241921,2,0.18,3.2,Shopping,en
myfitment.com,241945,241945,1.4,0.59,20,Shopping,en
rigidindustries.com,241994,241994,2.1,0.16,2.8,Shopping,en
gunwatcher.com,241998,241998,2.3,0.14,2.3,Shopping,en
