url,global_rank,country_rank,reach_per_million,page_views_per_million,page_views_per_user,category
areatrend.com,154892,154892,4.8,0.18,1.4,Shopping
partioaitta.fi,154896,154896,3.3,0.39,4.3,Shopping
ordercup.com,154903,154903,2.6,0.94,13,Shopping
zooprinting.com,154919,154919,3.3,0.39,4.4,Shopping
danscomp.com,154924,154924,3.3,0.41,4.6,Shopping
penny.hu,154926,154926,4.2,0.23,2,Shopping
gambacicli.com,154927,154927,3.6,0.31,3.1,Shopping
myphotosocks.com,154933,154933,3.5,0.33,3.4,Shopping
kartago.sk,154937,154937,4,0.25,2.3,Shopping
king-jouet.com,154938,154938,3.1,0.49,5.8,Shopping
naturemade.com,154940,154940,4,0.25,2.2,Shopping
occurso.info,154951,154951,4.9,0.17,1.3,Shopping
gifttree.com,154956,154956,3.5,0.34,3.5,Shopping
miccostumes.com,154959,154959,3.7,0.29,2.8,Shopping
gay-serbia.com,154962,154962,3.4,0.36,3.8,Shopping
vans.es,154976,154976,3.3,0.4,4.5,Shopping
shyaway.com,154983,154983,3,0.55,6.8,Shopping
rajalacamera.fi,154985,154985,3.2,0.43,4.8,Shopping
autorepairmanuals.ws,154990,154990,2.6,0.91,13,Shopping
everythingbranded.com,154995,154995,4.4,0.2,1.7,Shopping
yamaha-motor.com.mx,155001,155001,3.1,0.49,5.9,Shopping
notino.hu,155005,155005,3.2,0.45,5.2,Shopping
xuexia15.com,155018,155018,2,1.3,20,Shopping
essentialwholesale.com,155033,155033,3.4,0.37,4.1,Shopping
modnayamoda.by,155035,155035,3.29,0.4,4.5,Shopping
dmcshop.it,155067,155067,3.7,0.29,2.9,Shopping
profitstore.gr,155070,155070,4,0.25,2.3,Shopping
petcube.com,155073,155073,4.1,0.24,2.2,Shopping
stars-music.fr,155074,155074,3.6,0.32,3.3,Shopping
hipertextil.com,155075,155075,3.84,0.75,7.163,Shopping
savingstar.com,155076,155076,4.4,0.21,1.8,Shopping
aw014.myshopify.com,155077,155077,3.1,0.48,5.7,Shopping
288game.com,155103,155103,3.3,0.41,4.6,Shopping
rmfscrubs.com,155105,155105,4.74,0.73,5.613,Shopping
chrono24.ca,155108,155108,3.5,0.35,3.7,Shopping
prikid.eu,155112,155112,3.3,0.41,4.6,Shopping
orion10.ru,155125,155125,2.7,0.78,11,Shopping
gaya-entertainment.de,155130,155130,3.2,0.45,5.3,Shopping
sportfishingmag.com,155131,155131,3.7,0.29,2.9,Shopping
dracik.sk,155134,155134,3,0.5,6.1,Shopping
iphonesoft.fr,155144,155144,4.9,0.17,1.3,Shopping
aon.at,155149,155149,4.3,0.21,1.8,Shopping
bonnestore.com,155150,155150,3.3,0.4,4.4,Shopping
e-prepag.com.br,155151,155151,3,0.52,6.4,Shopping
mahlol.com,155173,155173,4.2,0.22,2,Shopping
dominos.bg,155180,155180,3.2,0.42,4.8,Shopping
voi-noi.gr,155182,155182,3.1,0.48,5.7,Shopping
cosmoprofbeauty.com,155183,155183,3.2,0.42,4.8,Shopping
dominos.gr,155184,155184,3.2,0.45,5.2,Shopping
dreamcloudsleep.com,155187,155187,4.6,0.19,1.5,Shopping
wunderwelt.jp,155191,155191,2.7,0.71,9.5,Shopping
tires-easy.com,155197,155197,4,0.24,2.2,Shopping
robocore.net,155201,155201,3.7,0.3,3,Shopping
ibyte.com.br,155204,155204,4,0.25,2.3,Shopping
8n8.ir,155209,155209,3.8,0.28,2.7,Shopping
aquabid.com,155227,155227,2.7,0.7,9.4,Shopping
bruneau.fr,155239,155239,3.6,0.32,3.2,Shopping
staff-clothes.com,155249,155249,3.3,0.41,4.6,Shopping
ndrugs.com,155252,155252,5.3,0.15,1.1,Shopping
hiliq.com,155258,155258,2.9,0.57,7.1,Shopping
alimed.com,155260,155260,3.9,0.26,2.4,Shopping
gosthelp.ru,155269,155269,5.2,0.15,1.1,Shopping
autofocus.ca,155282,155282,2.8,0.69,9.1,Shopping
p1000.co.il,155285,155285,4.1,0.23,2.1,Shopping
poolpowershop.de,155293,155293,3.2,0.43,4.9,Shopping
truper.com.mx,155295,155295,3,0.52,6.4,Shopping
xiaomi-france.com,155300,155300,3.7,0.29,2.8,Shopping
electrothreads.com,155308,155308,3.6,0.3,3.1,Shopping
shemaleparadies.com,155325,155325,5.3,0.15,1.1,Shopping
spencers.in,155328,155328,3.3,0.39,4.4,Shopping
texasfishingforum.com,155329,155329,2.4,1.15,17,Shopping
pr-lg.ru,155334,155334,3.29,0.4,4.43,Shopping
altinbas.com,155336,155336,3.4,0.35,3.7,Shopping
ymeuniverse.com,155338,155338,3.3,0.39,4.4,Shopping
1911forum.com,155346,155346,5.3,0.15,1.1,Shopping
nationwidevehiclecontracts.co.uk,155372,155372,3.3,0.39,4.4,Shopping
vagueetvent.com,155380,155380,2.4,1.3,20,Shopping
sweetiptv.com,155382,155382,3.4,0.36,3.9,Shopping
hrblock.com.au,155388,155388,4.1,0.24,2.2,Shopping
comparar.net,155400,155400,5,0.17,1.2,Shopping
head.com,155410,155410,3.6,0.31,3.1,Shopping
rkguns.com,155413,155413,4.1,0.23,2,Shopping
esophia.de,155417,155417,2.8,0.62,8,Shopping
mitula.ec,155428,155428,3.4,0.37,4.1,Shopping
2018guomo.co,155429,155429,3,0.53,6.6,Shopping
chrysler-dodge.ru,155440,155440,3.6,0.31,3.2,Shopping
labelyoung.com,155441,155441,4.3,0.21,1.8,Shopping
movedancewear.com,155445,155445,3.1,0.48,5.7,Shopping
jestina.co.kr,155474,155474,3.2,0.43,5,Shopping
togoparts.com,155477,155477,3.3,0.41,4.6,Shopping
klv-oboi.ru,155478,155478,3.4,0.38,4.1,Shopping
imrbatteries.com,155484,155484,3.9,0.26,2.5,Shopping
northernsafety.com,155500,155500,2.9,0.58,7.3,Shopping
nnmodelblog.com,155502,155502,2.8,0.61,7.9,Shopping
alicemccall.com,155511,155511,2.7,0.77,11,Shopping
biofeng.com,155518,155518,4.1,0.24,2.1,Shopping
tbm.ru,155522,155522,3,0.49,5.9,Shopping
allcables.ru,155535,155535,3.6,0.32,3.3,Shopping
nitecorestore.com,155537,155537,2.9,0.57,7.2,Shopping
newbalance.com.br,155550,155550,3.5,0.35,3.7,Shopping
royaldesign.se,155552,155552,4,0.25,2.3,Shopping
angel-domaene.de,155565,155565,3.2,0.43,4.9,Shopping
leting.tmall.com,155578,155578,3.9,0.26,2.4,Shopping
sconto.sk,155582,155582,3.4,0.37,4,Shopping
factorychryslerparts.com,155585,155585,3.4,0.35,3.7,Shopping
diachiso.vn,155586,155586,4.9,0.17,1.2,Shopping
audiotechnica.tmall.com,155588,155588,4,0.24,2.2,Shopping
protrek.jp,155590,155590,4.4,0.2,1.7,Shopping
oroloi.gr,155606,155606,3,0.52,6.3,Shopping
soymotero.net,155607,155607,4.4,0.21,1.7,Shopping
gartenxxl.de,155616,155616,4,0.24,2.2,Shopping
whistleout.ca,155617,155617,4.2,0.23,2,Shopping
enlightenedequipment.com,155618,155618,3.5,0.33,3.5,Shopping
xn--d1acpgjve.xn--p1ai,155624,155624,3.01,0.51,6.26,Shopping
thecoolist.com,155625,155625,4.5,0.19,1.6,Shopping
oa.no,155628,155628,4.1,0.23,2.1,Shopping
cambioschaco.com.py,155640,155640,5,0.17,1.2,Shopping
epicmilitaria.com,155641,155641,3.1,0.46,5.5,Shopping
greenchoice.nl,155642,155642,3.5,0.33,3.5,Shopping
pacoperfumerias.com,155643,155643,3.4,0.36,3.9,Shopping
vtwonen.nl,155645,155645,3.8,0.27,2.6,Shopping
mensfashion.cc,155646,155646,3.4,0.35,3.7,Shopping
stylefile.com,155658,155658,3.9,0.26,2.4,Shopping
undergroundhiphop.com,155680,155680,4.7,0.18,1.4,Shopping
chilli.se,155710,155710,3.6,0.3,3.1,Shopping
kicx.ru,155714,155714,3.1,0.46,5.4,Shopping
hss.com,155715,155715,3.7,0.3,3,Shopping
zibashian.ir,155716,155716,3.3,0.39,4.4,Shopping
catawiki.be,155721,155721,3.4,0.35,3.8,Shopping
bebe-au-naturel.com,155725,155725,3.2,0.44,5.1,Shopping
timetobuy.city,155736,155736,5.3,0.15,1.1,Shopping
fairplay142.com,155739,155739,2.7,0.73,9.9,Shopping
ukecigstore.com,155750,155750,3.4,0.36,3.9,Shopping
falter.at,155753,155753,4.4,0.2,1.7,Shopping
tomiz.com,155770,155770,3.7,0.29,2.8,Shopping
hozsklad.ua,155771,155771,2.5,0.95,14,Shopping
kayak.sg,155774,155774,3.8,0.27,2.6,Shopping
clarisonic.com,155777,155777,3.6,0.32,3.3,Shopping
giabanxetai.net,155787,155787,3.4,0.36,4,Shopping
1tpe.net,155789,155789,4.7,0.18,1.4,Shopping
xd-design.com,155797,155797,3.4,0.35,3.8,Shopping
mountainbike.es,155815,155815,4.5,0.19,1.6,Shopping
swiatbaterii.pl,155816,155816,3.8,0.27,2.6,Shopping
triganostore.com,155829,155829,3.6,0.3,3,Shopping
tarnowiak.pl,155861,155861,2.6,0.79,11,Shopping
dongengceritarakyat.com,155871,155871,4.5,0.2,1.6,Shopping
iproperty.com.sg,155873,155873,3.9,0.25,2.3,Shopping
e-tesettur.com.tr,155876,155876,3.2,0.43,5,Shopping
ebeibei.com,155883,155883,3.6,0.31,3.1,Shopping
mynamenecklace.com,155898,155898,4.1,0.23,2.1,Shopping
bonami.ro,155899,155899,3.5,0.34,3.6,Shopping
haikanbuhin.com,155908,155908,4.6,0.18,1.5,Shopping
yukishigure.com,155925,155925,3.8,0.27,2.6,Shopping
mykoreanstore.com,155931,155931,3.5,0.33,3.5,Shopping
maisonbrico.com,155943,155943,4.9,0.17,1.2,Shopping
sacdep.net.vn,155967,155967,3.6,0.32,3.3,Shopping
injuredgadgets.com,155982,155982,3.1,0.47,5.6,Shopping
nbiclearance.org,155983,155983,3.9,0.25,2.3,Shopping
biosea.fr,156001,156001,2.7,0.68,9.1,Shopping
vouchercodesuae.com,156006,156006,4.6,0.18,1.5,Shopping
baraholka.com.ru,156016,156016,3.57,0.31,3.2,Shopping
bargainmoose.ca,156020,156020,4.4,0.2,1.6,Shopping
tax-brackets.org,156035,156035,4.7,0.18,1.4,Shopping
ladadate.com,156037,156037,3,0.5,6,Shopping
chinaorders.ir,156040,156040,3.3,0.39,4.4,Shopping
scandinaviandesigncenter.com,156060,156060,3.1,0.44,5.2,Shopping
tuango.ca,156071,156071,3.7,0.28,2.8,Shopping
essensworld.ru,156073,156073,2.8,0.65,8.6,Shopping
poisk-podbor.ru,156085,156085,4.3,0.21,1.7,Shopping
florist.ru,156089,156089,3.4,0.35,3.8,Shopping
samsvojmajstor.com,156090,156090,4.4,0.2,1.6,Shopping
marry.vn,156106,156106,4,0.24,2.2,Shopping
bluek.co.jp,156113,156113,4.1,0.22,2,Shopping
nikon.com.mx,156117,156117,4.1,0.23,2.1,Shopping
teelaunch.com,156122,156122,3.7,0.29,2.9,Shopping
autodoc.sk,156133,156133,3.5,0.33,3.5,Shopping
lifestyleshops.com,156152,156152,3,0.49,5.9,Shopping
comparez-malin.fr,156153,156153,3.9,0.25,2.4,Shopping
footshop.sk,156157,156157,3.5,0.34,3.6,Shopping
servocity.com,156158,156158,2.8,0.63,8.2,Shopping
giffits.de,156191,156191,3.3,0.38,4.2,Shopping
carrodegaragem.com,156199,156199,5.1,0.16,1.1,Shopping
8thns.com,156209,156209,2.9,0.57,7.3,Shopping
paagee.com,156227,156227,5.3,0.15,1,Shopping
hawesandcurtis.co.uk,156239,156239,3.4,0.36,3.9,Shopping
pooyano.com,156262,156262,4.4,0.2,1.6,Shopping
europe-camions.com,156272,156272,3.3,0.38,4.3,Shopping
praew.com,156283,156283,4.9,0.16,1.2,Shopping
eonsmoke.com,156286,156286,3.4,0.35,3.8,Shopping
chetsfishingcharters.com,156290,156290,5.2,0.15,1.1,Shopping
ruedelamer.com,156292,156292,3.3,0.37,4.1,Shopping
garmentoffice.com,156309,156309,3.4,0.35,3.7,Shopping
hollywood.se,156311,156311,3.1,0.44,5.2,Shopping
discountbodyparts.com,156315,156315,3.8,0.27,2.6,Shopping
fatbeats.com,156340,156340,3.9,0.25,2.4,Shopping
fragonard.com,156342,156342,2.9,0.54,6.8,Shopping
dudegadgets.com,156348,156348,4.1,0.23,2.1,Shopping
positano.com,156353,156353,4.4,0.2,1.6,Shopping
petsonic.com,156358,156358,3.3,0.37,4,Shopping
deguns.net,156362,156362,4.4,0.2,1.6,Shopping
expus.gr,156370,156370,2.8,0.67,8.9,Shopping
boggi.com,156374,156374,3.2,0.41,4.6,Shopping
otakurepublic.com,156376,156376,3.9,0.25,2.4,Shopping
greenpartstore.com,156380,156380,3.9,0.26,2.4,Shopping
svadbagolik.ru,156382,156382,4.8,0.17,1.3,Shopping
factoryfive.com,156383,156383,3.3,0.39,4.4,Shopping
waffarha.com,156419,156419,3.2,0.4,4.5,Shopping
weshop.co.id,156424,156424,3.4,0.35,3.8,Shopping
zzmye.cn,156427,156427,4,0.25,2.3,Shopping
archos.com,156433,156433,3.7,0.29,2.9,Shopping
seasonic.com,156436,156436,4.2,0.22,1.9,Shopping
isorepublic.com,156440,156440,3.5,0.32,3.3,Shopping
secondshaadi.com,156448,156448,3.1,0.44,5.2,Shopping
baby-und-familie.de,156482,156482,4.8,0.17,1.3,Shopping
healthpost.co.nz,156494,156494,3.4,0.34,3.6,Shopping
gameandfishmag.com,156509,156509,5,0.16,1.2,Shopping
tirakita.com,156522,156522,4.3,0.21,1.8,Shopping
designmag.it,156533,156533,4.4,0.2,1.6,Shopping
firefold.com,156544,156544,4.5,0.19,1.5,Shopping
viking.de,156553,156553,3.6,0.29,3,Shopping
spigen.co.kr,156558,156558,3.4,0.36,4,Shopping
betten.de,156562,156562,4,0.23,2.1,Shopping
wards.com,156567,156567,3.1,0.43,5,Shopping
komplett.ie,156571,156571,3.6,0.3,3.1,Shopping
pornkite.com,156582,156582,4.8,0.17,1.3,Shopping
printdeal.be,156593,156593,3.2,0.41,4.6,Shopping
antlionaudio.com,156600,156600,4.1,0.23,2,Shopping
afepower.com,156619,156619,2.7,0.74,10,Shopping
elektro-wandelt.de,156626,156626,3.2,0.41,4.7,Shopping
kataluj.com,156630,156630,4.3,0.2,1.7,Shopping
vivre.hu,156660,156660,3.5,0.32,3.3,Shopping
aur-ora.com,156668,156668,3,0.49,6,Shopping
capbeast.com,156671,156671,3.5,0.32,3.4,Shopping
buymobile.com.au,156682,156682,3.7,0.29,2.9,Shopping
movistar.com.uy,156687,156687,3.8,0.27,2.6,Shopping
fleetfeet.com,156689,156689,3.7,0.29,2.9,Shopping
xiaomibangladesh.com.bd,156690,156690,3.71,0.28,2.8,Shopping
taklong.com,156691,156691,3.2,0.41,4.6,Shopping
woolrich.com,156699,156699,3.5,0.32,3.3,Shopping
discountcontactlenses.com,156702,156702,3.4,0.34,3.6,Shopping
blackstarwear.ru,156703,156703,3.3,0.38,4.2,Shopping
avtotravel.com,156705,156705,4,0.24,2.2,Shopping
electroncomponents.com,156706,156706,3.7,0.28,2.8,Shopping
swarovski.com.cn,156713,156713,3.4,0.34,3.6,Shopping
cariboucoffee.com,156714,156714,4.3,0.2,1.7,Shopping
rozley.co.kr,156717,156717,3.5,0.32,3.4,Shopping
batteryspace.com,156725,156725,4,0.24,2.2,Shopping
tuningsvs.ru,156746,156746,3.4,0.34,3.7,Shopping
compra-venta.es,156752,156752,4.1,0.22,2,Shopping
trueswords.com,156770,156770,3.2,0.4,4.5,Shopping
oakcorp.net,156772,156772,4.4,0.2,1.6,Shopping
parts4repair.com,156776,156776,4.3,0.21,1.8,Shopping
gregorypacks.com,156780,156780,3.4,0.34,3.6,Shopping
bodyandfit.de,156783,156783,2.9,0.53,6.6,Shopping
giulianaflores.com.br,156797,156797,3.7,0.28,2.8,Shopping
zooplus.ro,156809,156809,2.8,0.62,8.2,Shopping
corso.de,156822,156822,2.5,0.89,13,Shopping
onlymobiles.com,156828,156828,3.3,0.37,4.1,Shopping
abenson.com,156836,156836,3.5,0.31,3.2,Shopping
reklama-sev.com,156839,156839,3.4,0.35,3.8,Shopping
worthingtondirect.com,156848,156848,3.5,0.32,3.4,Shopping
popinabox.us,156863,156863,3.9,0.26,2.4,Shopping
aizhigu.com.cn,156875,156875,4.1,0.22,2,Shopping
ashwood.ir,156888,156888,3.2,0.42,4.9,Shopping
tirendo.de,156892,156892,3.6,0.3,3,Shopping
nationalbookstore.com,156897,156897,3.6,0.3,3,Shopping
iphonecountry.it,156902,156902,4.5,0.19,1.6,Shopping
amrod.co.za,156906,156906,3.2,0.39,4.4,Shopping
toyway.ru,156909,156909,3.8,0.26,2.5,Shopping
stillwhite.com,156910,156910,3.1,0.45,5.3,Shopping
ltparts.ru,156913,156913,4,0.23,2.1,Shopping
intex-site.com,156919,156919,3.5,0.33,3.5,Shopping
cvsspecialty.com,156924,156924,3.5,0.32,3.3,Shopping
mister-auto.co.uk,156955,156955,3.3,0.38,4.3,Shopping
neptun.mk,156956,156956,3.2,0.42,4.9,Shopping
projectblitz.com,156963,156963,3.3,0.38,4.2,Shopping
shirtinator.de,156974,156974,3.8,0.27,2.7,Shopping
jellycat.com,156975,156975,3,0.47,5.7,Shopping
riteway-jp.com,156978,156978,4,0.23,2.1,Shopping
motobuykers.es,156981,156981,3.3,0.38,4.3,Shopping
santehnica.ru,156983,156983,3.4,0.35,3.9,Shopping
moviepostershop.com,156988,156988,3.6,0.29,3,Shopping
beauticool.com,156991,156991,3.2,0.43,5,Shopping
mitsubishicomfort.com,157018,157018,3.5,0.33,3.5,Shopping
biznesnaamazone.ru,157027,157027,3.9,0.24,2.3,Shopping
rsorder.com,157033,157033,4.1,0.22,2,Shopping
pocsports.com,157035,157035,3.3,0.37,4.2,Shopping
vvvzeeland.nl,157040,157040,3,0.51,6.3,Shopping
2liang.net,157055,157055,3.6,0.3,3,Shopping
hettich.com,157059,157059,3.8,0.26,2.5,Shopping
spinmaster.com,157062,157062,3.6,0.3,3.1,Shopping
locatour.com,157077,157077,4.2,0.22,1.9,Shopping
messicks.com,157084,157084,3.7,0.28,2.8,Shopping
audioengineusa.com,157088,157088,3.8,0.26,2.5,Shopping
ecb.bz,157103,157103,3.4,0.34,3.7,Shopping
gohunt.com,157108,157108,3.3,0.36,4,Shopping
abdi.kz,157110,157110,3.09,0.45,5.4,Shopping
a-land.co.kr,157136,157136,3,0.5,6.2,Shopping
richtonemusic.co.uk,157141,157141,3.7,0.28,2.9,Shopping
laanonimaonline.com,157154,157154,3,0.48,5.8,Shopping
espguitars.co.jp,157177,157177,3.2,0.42,4.9,Shopping
trespass.com,157179,157179,3.7,0.28,2.8,Shopping
vipemlak.az,157191,157191,3.8,0.26,2.5,Shopping
npshopping.com,157196,157196,3.7,0.28,2.8,Shopping
vicko.gr,157203,157203,3,0.48,5.8,Shopping
vkostume.ru,157205,157205,3.9,0.24,2.3,Shopping
beaconlighting.com.au,157219,157219,3.4,0.34,3.6,Shopping
bauhaus.bg,157224,157224,3.7,0.28,2.8,Shopping
terebess.hu,157236,157236,4.3,0.2,1.7,Shopping
falymusic.com,157242,157242,2.9,0.56,7.1,Shopping
minicooper-sketch.com,157252,157252,5,0.16,1.2,Shopping
jaanuu.com,157257,157257,3.3,0.37,4.1,Shopping
huizhek.com,157259,157259,4,0.23,2.1,Shopping
capricapri.com,157272,157272,3.7,0.28,2.8,Shopping
freitag.ch,157274,157274,3.2,0.4,4.6,Shopping
digiagahi.com,157284,157284,3.6,0.3,3,Shopping
inforazum.ru,157297,157297,5.1,0.15,1.1,Shopping
ghost-official.com,157311,157311,3.9,0.25,2.3,Shopping
bloggposst.com,157318,157318,5.2,0.15,1.1,Shopping
relifes.store,157325,157325,4.2,0.21,1.8,Shopping
nutcs.com,157341,157341,2.8,0.63,8.3,Shopping
artsadd.com,157359,157359,3.3,0.37,4.2,Shopping
styledartpro.com,157382,157382,3.1,0.44,5.3,Shopping
ochkov.net,157418,157418,3.5,0.31,3.2,Shopping
eifini.tmall.com,157423,157423,3.9,0.25,2.4,Shopping
fotocolombo.it,157429,157429,2.7,0.66,8.8,Shopping
rivertickets.ru,157438,157438,3.9,0.25,2.4,Shopping
witrigs.com,157440,157440,3.8,0.26,2.6,Shopping
hellomarket.com,157452,157452,5,0.16,1.2,Shopping
shell.de,157454,157454,4.1,0.22,2,Shopping
deguisetoi.fr,157457,157457,3.7,0.28,2.8,Shopping
esse-online.jp,157473,157473,4.7,0.17,1.4,Shopping
printivo.com,157476,157476,3.4,0.34,3.7,Shopping
godukkan.com,157477,157477,2.6,0.8,11,Shopping
rylko.com,157483,157483,3.1,0.44,5.2,Shopping
kmstools.com,157512,157512,3.5,0.32,3.5,Shopping
bakayasu.com,157531,157531,5.3,0.14,1,Shopping
cannabay.org,157538,157538,2.4,1.2,18,Shopping
jibistore.com,157551,157551,2.8,0.64,8.5,Shopping
naturaxl.ru,157560,157560,4.6,0.18,1.4,Shopping
invoz.ru,157561,157561,3.8,0.26,2.5,Shopping
milligram.com,157573,157573,3.4,0.33,3.5,Shopping
spud.ca,157586,157586,3.1,0.44,5.3,Shopping
patagonia.com.au,157588,157588,3.2,0.38,4.3,Shopping
squarecube.shop,157591,157591,3.7,0.28,2.8,Shopping
digsdigs.com,157601,157601,3.9,0.24,2.3,Shopping
pvc-welt.de,157604,157604,2.7,0.66,8.9,Shopping
hotelchocolat.com,157608,157608,3.3,0.37,4.1,Shopping
loveculture.com,157619,157619,3.6,0.3,3.1,Shopping
superyachtfan.com,157620,157620,4.9,0.16,1.2,Shopping
freeadsbook.com,157639,157639,3.2,0.39,4.4,Shopping
silhouette-illust.com,157650,157650,3.9,0.24,2.3,Shopping
builder.hu,157671,157671,3.8,0.26,2.5,Shopping
gekiyasutoka.com,157674,157674,5.2,0.15,1.1,Shopping
khojle.in,157687,157687,3.1,0.45,5.4,Shopping
tonysneaker.com,157691,157691,2.9,0.53,6.6,Shopping
pulser.kz,157698,157698,2.9,0.54,6.8,Shopping
lloydsonline.com.au,157703,157703,3.6,0.29,3,Shopping
soysuper.com,157707,157707,3.6,0.28,2.9,Shopping
m-cosmetica.ru,157730,157730,3.3,0.36,4,Shopping
tesetturisland.com,157733,157733,3.2,0.39,4.4,Shopping
campmor.com,157740,157740,3.6,0.29,2.9,Shopping
lfspareparts724.com,157760,157760,2.6,0.75,10,Shopping
millerslab.com,157765,157765,3.1,0.43,5.1,Shopping
mato.media,157778,157778,4.6,0.18,1.4,Shopping
giardinaggio.net,157785,157785,4.6,0.18,1.4,Shopping
madridcenter.com,157788,157788,2.9,0.51,6.4,Shopping
machineseeker.com,157791,157791,3.7,0.28,2.8,Shopping
lagonika.gr,157793,157793,3.5,0.31,3.3,Shopping
adl.com.tr,157827,157827,2.9,0.55,7.1,Shopping
cuponation.com.mx,157834,157834,3.6,0.29,2.9,Shopping
footshop.fr,157857,157857,3.3,0.36,4,Shopping
cajapopular.gov.ar,157864,157864,3.7,0.28,2.8,Shopping
bonorganik.in,157871,157871,3.3,0.35,3.8,Shopping
ottolenghi.co.uk,157880,157880,4,0.23,2.1,Shopping
fonfonfon.de,157897,157897,4.2,0.21,1.9,Shopping
mirkorma.ru,157901,157901,3.2,0.41,4.8,Shopping
seagate.tmall.com,157903,157903,3.8,0.26,2.6,Shopping
midwestgunworks.com,157911,157911,4,0.24,2.2,Shopping
kortingscode.nl,157917,157917,4.1,0.22,2,Shopping
geschenkidee.de,157935,157935,4.1,0.22,2,Shopping
normanrecords.com,157936,157936,3.5,0.31,3.2,Shopping
tradexl.com,157951,157951,3.7,0.27,2.6,Shopping
bagarenochkocken.se,157953,157953,3.5,0.32,3.4,Shopping
rikorda.it,157956,157956,2.9,0.54,6.8,Shopping
tvacreditunion.com,157966,157966,3.4,0.35,3.8,Shopping
iransote.com,157973,157973,2.9,0.51,6.4,Shopping
bi-lo.com,157995,157995,3.5,0.3,3.1,Shopping
prodeti.cz,158000,158000,2.9,0.51,6.3,Shopping
usconcealedcarry.net,158006,158006,5.2,0.15,1,Shopping
vickiturbeville.com,158013,158013,3.3,0.36,4.1,Shopping
kuttr.cc,158015,158015,5.3,0.14,1,Shopping
otsuka-plus1.com,158017,158017,3.9,0.25,2.3,Shopping
watches2u.com,158021,158021,3.6,0.29,3,Shopping
hypershop.fr,158022,158022,4.6,0.18,1.4,Shopping
beautycode.ir,158023,158023,2.8,0.62,8.2,Shopping
pishnehadha.com,158025,158025,2.6,0.75,10,Shopping
notebookitalia.it,158037,158037,4.7,0.17,1.4,Shopping
flysurf.com,158045,158045,3.6,0.29,2.9,Shopping
daidegasforum.com,158046,158046,3.6,0.29,3,Shopping
k-citymarket.fi,158048,158048,4,0.23,2.1,Shopping
cocomelody.com,158060,158060,2.8,0.58,7.5,Shopping
ovisat.com,158066,158066,3.1,0.42,4.9,Shopping
jardimexotico.com.br,158073,158073,3.8,0.25,2.4,Shopping
technotrade.com.ua,158074,158074,4.5,0.18,1.5,Shopping
candygirlcash.com,158081,158081,4.1,0.22,1.9,Shopping
tescoma.cz,158096,158096,3,0.45,5.5,Shopping
kitamura-print.com,158099,158099,4.1,0.22,2,Shopping
honeycolony.com,158105,158105,5,0.16,1.2,Shopping
rommelmarkten.be,158116,158116,3,0.46,5.5,Shopping
avtorazborki.org,158125,158125,3.69,0.27,2.7,Shopping
thebikelist.co.uk,158128,158128,4.4,0.19,1.6,Shopping
sandcloud.com,158132,158132,3.2,0.39,4.5,Shopping
kevf.com,158136,158136,3.5,0.32,3.4,Shopping
okeydrive.ru,158147,158147,5.1,0.15,1.1,Shopping
epsonshop.co.in,158149,158149,3.7,0.27,2.7,Shopping
tashev-galving.com,158155,158155,3.3,0.36,4,Shopping
bitsmall.co.kr,158170,158170,2.4,1.1,18,Shopping
lrp.com.tw,158172,158172,3.3,0.35,3.8,Shopping
recambioscoche.es,158179,158179,3.6,0.3,3,Shopping
sweepstakesfanatics.com,158184,158184,2.4,1,15,Shopping
apogeedigital.com,158185,158185,3.6,0.29,2.9,Shopping
avtozapchasty.ru,158191,158191,4,0.23,2.1,Shopping
eastend.pl,158195,158195,3.9,0.25,2.3,Shopping
worthy.com,158206,158206,3.6,0.29,2.9,Shopping
brandsdistribution.com,158222,158222,3,0.48,5.9,Shopping
filmtools.com,158231,158231,3.8,0.26,2.5,Shopping
asus.tmall.com,158232,158232,3.6,0.29,2.9,Shopping
sugatsune.co.jp,158239,158239,2.7,0.64,8.7,Shopping
ceramicspeed.com,158241,158241,3.6,0.28,2.8,Shopping
fossilera.com,158247,158247,3.6,0.28,2.9,Shopping
nowo.pt,158251,158251,3.7,0.27,2.7,Shopping
croquetteland.com,158252,158252,3.2,0.4,4.6,Shopping
thefreeadforum.com,158255,158255,3,0.46,5.5,Shopping
copyandpasteemoji.com,158260,158260,5.2,0.15,1.1,Shopping
ofix.com,158261,158261,3.3,0.36,4,Shopping
jdm-expo.com,158269,158269,2.9,0.51,6.4,Shopping
happilyunmarried.com,158270,158270,3.5,0.32,3.4,Shopping
oedro.com,158272,158272,2,1.2,20,Shopping
design-homes.ru,158301,158301,4.8,0.16,1.3,Shopping
spedire.com,158303,158303,3.3,0.36,3.9,Shopping
reebok.es,158305,158305,3.5,0.31,3.2,Shopping
runnea.com,158336,158336,3.6,0.3,3,Shopping
minelli.fr,158343,158343,3.3,0.37,4.2,Shopping
parfum-zentrum.de,158355,158355,3.1,0.42,5,Shopping
e-comtec.co.jp,158364,158364,3.7,0.26,2.6,Shopping
spiritvoyage.com,158367,158367,4.1,0.21,1.9,Shopping
bdok.ir,158372,158372,2.7,0.63,8.4,Shopping
otzyvov.net,158395,158395,5,0.15,1.1,Shopping
chocomart.kz,158402,158402,3.9,0.24,2.27,Shopping
afloral.com,158405,158405,3.4,0.32,3.4,Shopping
e-nissho.com,158411,158411,3.9,0.24,2.2,Shopping
