url,global_rank,country_rank,reach_per_million,page_views_per_million,page_views_per_user,category,lang_code,dp,deceptive
signaturehardware.com,55503,55503,13.0,1.06,3.1,Shopping,en,False,False
breazy.com,55562,55562,12.0,1.3,4.1,Shopping,en,False,False
hhv.de,55618,55618,13.0,0.91,2.5,Shopping,en,False,False
swagelok.com,55640,55640,9.8,2.1,7.9,Shopping,en,False,False
sephora.com.au,55699,55699,12.0,1.22,3.8,Shopping,en,False,False
spelldesigns.com.au,55748,55748,11.0,1.4,4.5,Shopping,en,False,False
bellatory.com,55810,55810,18.0,0.53,1.1,Shopping,en,False,False
prowrestlingtees.com,55875,55875,11.0,1.39,4.5,Shopping,en,False,False
teaching.com.au,55880,55880,15.59,2.74,6.447,Shopping,en,False,False
bikenashbar.com,55904,55904,11.0,1.45,4.8,Shopping,en,False,False
rejuvenation.com,56099,56099,12.0,1.15,3.5,Shopping,en,False,False
subispeed.com,56107,56107,9.8,2.07,7.8,Shopping,en,False,False
noelleeming.co.nz,56108,56108,12.0,1.24,3.9,Shopping,en,False,False
jrailpass.com,56120,56120,15.0,0.68,1.6,Shopping,en,False,False
incredible.co.za,56182,56182,13.0,1.0,2.9,Shopping,en,False,False
artifactuprising.com,56216,56216,12.0,1.25,4.0,Shopping,en,False,False
amayama.com,56241,56241,11.7,1.2,3.8,Shopping,en,False,False
stoneisland.com,56245,56245,11.0,1.3,4.1,Shopping,en,False,False
triumph.com,56247,56247,11.0,1.3,4.2,Shopping,en,False,False
nixon.com,56286,56286,11.0,1.25,4.0,Shopping,en,False,False
cottonink.co.id,56304,56304,18.63,3.23,6.371,Shopping,en,False,False
happysocks.com,56324,56324,11.0,1.3,4.2,Shopping,en,False,False
theschooloflife.com,56351,56351,12.0,1.0,3.1,Shopping,en,False,False
parts-people.com,56393,56393,16.0,0.63,1.5,Shopping,en,True,False
scbt.com,56394,56394,13.0,0.87,2.4,Shopping,en,False,False
gillette.com,56395,56395,13.0,0.9,2.5,Shopping,en,False,False
magpul.com,56533,56533,12.0,1.19,3.7,Shopping,en,False,False
baublebar.com,56566,56566,11.0,1.3,4.3,Shopping,en,False,False
knfilters.com,56637,56637,12.0,1.02,3.1,Shopping,en,False,False
getonfleek.com,56642,56642,20.39,1.37,2.47,Shopping,en,False,False
watchfinder.co.uk,56662,56662,11.0,1.38,4.6,Shopping,en,False,False
ems.com,56672,56672,12.0,1.1,3.2,Shopping,en,False,False
garnethill.com,56715,56715,11.0,1.45,4.9,Shopping,en,False,False
denniskirk.com,56779,56779,11.0,1.34,4.4,Shopping,en,False,False
victorinox.com,56816,56816,11.0,1.36,4.5,Shopping,en,False,False
jtv.com,56847,56847,11.0,1.36,4.5,Shopping,en,False,False
adorebeauty.com.au,56910,56910,12.0,1.16,3.7,Shopping,en,False,False
edmundoptics.com,56975,56975,12.0,1.1,3.4,Shopping,en,False,False
jrcigars.com,57009,57009,11.0,1.33,4.4,Shopping,en,True,False
labdoor.com,57020,57020,11.0,1.35,4.5,Shopping,en,False,False
jacamo.co.uk,57084,57084,9.9,1.8,6.7,Shopping,en,True,False
jiffyshirts.com,57100,57100,10.0,1.52,5.3,Shopping,en,False,False
mmogah.com,57130,57130,15.0,0.66,1.6,Shopping,en,False,False
deadstock.ca,57181,57181,12.0,1.11,3.5,Shopping,en,False,False
blacklibrary.com,57237,57237,11.0,1.2,4.1,Shopping,en,False,False
japancentre.com,57269,57269,12.0,1.0,3.0,Shopping,en,False,False
routeone.co.uk,57339,57339,10.0,1.56,5.6,Shopping,en,False,False
legionathletics.com,57354,57354,16.0,0.6,1.4,Shopping,en,False,False
bluedesigns.com,57419,57419,14.0,0.72,1.9,Shopping,en,False,False
lumens.com,57427,57427,11.0,1.35,4.6,Shopping,en,False,False
guessfactory.com,57429,57429,9.5,2.0,7.9,Shopping,en,False,False
accessorize.com,57453,57453,9.8,1.8,6.8,Shopping,en,False,False
bikeexif.com,57481,57481,13.0,0.84,2.4,Shopping,en,False,False
golftown.com,57482,57482,11.0,1.39,4.8,Shopping,en,True,False
steinmart.com,57486,57486,12.0,1.02,3.1,Shopping,en,False,False
shopstyle.com.au,57490,57490,14.0,0.76,2.0,Shopping,en,False,False
luckygunner.com,57524,57524,13.0,0.85,2.4,Shopping,en,False,False
odditymall.com,57543,57543,15.0,0.64,1.6,Shopping,en,False,False
octoplusbox.com,57604,57604,13.0,0.86,2.5,Shopping,en,False,False
superjeweler.com,57608,57608,19.97,1.45,2.66,Shopping,en,False,False
fspilotshop.com,57641,57641,12.0,1.0,3.3,Shopping,en,False,False
shoepalace.com,57683,57683,11.0,1.3,4.3,Shopping,en,False,False
freesoundeffects.com,57767,57767,12.0,0.92,2.7,Shopping,en,False,False
mhgboutique.com,57867,57867,21.39,1.07,1.84,Shopping,en,False,False
americasbest.com,57873,57873,11.0,1.28,4.3,Shopping,en,False,False
symbios.pk,57883,57883,14.9,0.64,1.6,Shopping,en,False,False
palmodeal.com,57901,57901,13.0,0.8,2.2,Shopping,en,False,False
dvf.com,57927,57927,10.0,1.6,5.8,Shopping,en,False,False
gak.co.uk,57938,57938,12.0,0.94,2.8,Shopping,en,False,False
authenticwatches.com,58107,58107,11.0,1.2,4.0,Shopping,en,True,False
roughcountry.com,58118,58118,9.6,1.83,7.0,Shopping,en,False,False
chainedandable.com,58141,58141,11.0,1.4,4.8,Shopping,en,True,False
gebnegozionline.com,58333,58333,11.0,1.4,4.7,Shopping,en,False,False
kendrascott.com,58367,58367,11.0,1.2,4.0,Shopping,en,True,True
bando.com,58416,58416,10.0,1.4,5.0,Shopping,en,False,False
generalpants.com,58447,58447,10.0,1.48,5.3,Shopping,en,False,False
unique-vintage.com,58500,58500,11.0,1.1,3.7,Shopping,en,False,False
frigidaire.com,58516,58516,13.0,0.81,2.3,Shopping,en,False,False
edgars.co.za,58558,58558,10.0,1.36,4.8,Shopping,en,True,False
axiomtelecom.com,58569,58569,12.0,0.95,2.9,Shopping,en,False,False
papersource.com,58681,58681,11.0,1.18,4.0,Shopping,en,False,False
poorvikamobile.com,58685,58685,10.0,1.52,5.6,Shopping,en,False,False
rag-bone.com,58885,58885,11.0,1.2,4.2,Shopping,en,False,False
youworkforthem.com,58959,58959,11.0,1.2,4.1,Shopping,en,False,False
grizzly.com,58995,58995,11.0,1.25,4.3,Shopping,en,False,False
bsnsports.com,59063,59063,9.8,1.56,5.8,Shopping,en,False,False
dicksmith.com.au,59089,59089,12.0,0.95,2.9,Shopping,en,False,False
flatspot.com,59132,59132,11.0,1.3,4.3,Shopping,en,False,False
jumia.co.tz,59157,59157,11.2,1.07,3.52,Shopping,en,False,False
the-blueprints.com,59200,59200,10.0,1.39,5.0,Shopping,en,False,False
avon.co.za,59304,59304,8.3,2.68,12.0,Shopping,en,False,False
rmsothebys.com,59322,59322,11.0,1.14,3.8,Shopping,en,False,False
haynes.com,59328,59328,11.0,1.02,3.3,Shopping,en,False,False
lapolicegear.com,59352,59352,11.0,1.2,4.0,Shopping,en,False,False
totokaelo.com,59413,59413,11.0,1.0,3.4,Shopping,en,False,False
urbanindustry.co.uk,59421,59421,11.0,1.2,3.9,Shopping,en,False,False
shop4u.site,59484,59484,11.0,1.1,3.6,Shopping,en,False,False
bonfire.com,59493,59493,14.0,0.62,1.6,Shopping,en,False,False
fs.com,59584,59584,12.0,0.84,2.5,Shopping,en,False,False
extremerestraints.com,59640,59640,10.0,1.37,5.0,Shopping,en,False,False
goodnightnaturals.com,59665,59665,11.0,1.1,3.7,Shopping,en,False,False
appliancesconnection.com,59680,59680,12.0,0.95,3.0,Shopping,en,False,False
lisaleonard.com,59716,59716,20.98,1.19,2.08,Shopping,en,False,False
togofogo.com,59773,59773,11.8,0.9,2.8,Shopping,en,False,False
tfsource.com,59798,59798,8.8,2.08,8.6,Shopping,en,False,False
biovea.com,59823,59823,11.0,1.0,3.4,Shopping,en,False,False
scheels.com,59840,59840,11.0,1.11,3.7,Shopping,en,False,False
encompass.com,59926,59926,12.0,0.82,2.5,Shopping,en,False,False
choicestore.com,59931,59931,9.6,1.6,6.1,Shopping,en,False,False
redheart.com,59936,59936,10.0,1.29,4.6,Shopping,en,False,False
rmattress.com,60007,60007,11.0,1.08,3.6,Shopping,en,False,False
jerrysartarama.com,60023,60023,10.0,1.36,5.0,Shopping,en,False,False
glamood.com,60028,60028,8.5,2.4,10.0,Shopping,en,False,False
lifeproof.com,60048,60048,12.0,0.85,2.6,Shopping,en,False,False
partzilla.com,60090,60090,9.2,1.78,7.1,Shopping,en,False,False
betabrand.com,60145,60145,11.0,0.95,3.0,Shopping,en,False,False
commerceinspector.com,60187,60187,13.0,0.68,1.9,Shopping,en,False,False
taylorstitch.com,60232,60232,11.0,1.11,3.8,Shopping,en,False,False
gearvita.com,60288,60288,9.1,1.8,7.5,Shopping,en,False,False
shopto.net,60338,60338,11.0,1.06,3.5,Shopping,en,False,False
dymocks.com.au,60350,60350,11.0,1.03,3.4,Shopping,en,False,False
lagarconne.com,60381,60381,11.0,0.95,3.1,Shopping,en,False,False
beckett.com,60443,60443,11.0,1.09,3.7,Shopping,en,False,False
trust.com,60472,60472,12.0,0.86,2.6,Shopping,en,False,False
harveynorman.ie,60474,60474,11.0,0.93,3.0,Shopping,en,True,False
autogeek.net,60547,60547,11.0,1.03,3.5,Shopping,en,True,True
alaneesqatar.qa,60548,60548,11.0,1.0,3.4,Shopping,en,False,False
amsoil.com,60603,60603,10.0,1.17,4.1,Shopping,en,False,False
digikey.in,60612,60612,11.0,1.04,3.5,Shopping,en,False,False
zazzle.co.uk,60622,60622,11.0,1.06,3.6,Shopping,en,False,False
smartbuyglasses.com,60687,60687,12.0,0.88,2.8,Shopping,en,False,False
soaestheticshop.com,60694,60694,10.0,1.3,4.8,Shopping,en,False,False
crazysales.com.au,60712,60712,13.0,0.73,2.1,Shopping,en,True,False
qoo10.my,60885,60885,11.0,1.1,3.8,Shopping,en,False,False
gearmoose.com,60904,60904,12.0,0.89,2.8,Shopping,en,False,False
soufeel.com,60915,60915,11.0,0.99,3.3,Shopping,en,True,False
fye.com,60919,60919,11.0,1.0,3.4,Shopping,en,False,False
jdsports.ie,60928,60928,11.0,0.99,3.3,Shopping,en,False,False
melijoe.com,61003,61003,9.9,1.3,4.8,Shopping,en,False,False
thefashiongiftshop.com,61032,61032,11.0,1.05,3.6,Shopping,en,False,False
fitnessintents.com,61053,61053,11.0,1.07,3.7,Shopping,en,False,False
stefaniamode.com,61054,61054,13.0,0.73,2.1,Shopping,en,True,False
tennisexpress.com,61080,61080,9.9,1.31,4.8,Shopping,en,False,False
taylormadegolf.com,61152,61152,11.0,1.09,3.8,Shopping,en,False,False
propercloth.com,61174,61174,11.0,1.08,3.7,Shopping,en,False,False
insta360.com,61206,61206,12.0,0.87,2.7,Shopping,en,False,False
kitbag.com,61228,61228,11.0,1.0,3.6,Shopping,en,False,False
beallsflorida.com,61238,61238,11.0,0.97,3.2,Shopping,en,False,False
bestsellingbays.com,61241,61241,11.0,1.05,3.6,Shopping,en,False,False
libertylondon.com,61242,61242,11.0,0.96,3.2,Shopping,en,False,False
guitarguitar.co.uk,61271,61271,9.6,1.4,5.4,Shopping,en,False,False
fashionmia.com,61274,61274,10.0,1.26,4.7,Shopping,en,True,True
aliceandolivia.com,61376,61376,11.0,0.91,2.9,Shopping,en,False,False
hondapartsnow.com,61434,61434,11.0,0.94,3.1,Shopping,en,False,False
sweetglitterrock.com,61477,61477,11.0,1.07,3.7,Shopping,en,False,False
brookstone.com,61478,61478,12.0,0.86,2.8,Shopping,en,False,False
homechoice.co.za,61549,61549,8.7,1.87,7.8,Shopping,en,False,False
amway.ua,61635,61635,9.0,1.69,6.9,Shopping,en,False,False
fitflop.com,61650,61650,8.6,2.0,8.4,Shopping,en,False,False
indianmotorcycle.com,61680,61680,10.0,1.1,3.9,Shopping,en,False,False
tommybahama.com,61772,61772,9.6,1.4,5.2,Shopping,en,False,False
missoma.com,61788,61788,9.3,1.5,5.8,Shopping,en,False,False
thecompanystore.com,61798,61798,9.9,1.23,4.5,Shopping,en,False,False
scubastore.com,61856,61856,10.0,1.19,4.4,Shopping,en,False,False
facetofacegames.com,61861,61861,8.7,1.88,8.0,Shopping,en,False,False
zooplus.co.uk,61865,61865,8.6,1.92,8.2,Shopping,en,False,False
thomassci.com,61948,61948,11.0,0.89,2.9,Shopping,en,False,False
ever-pretty.com,61953,61953,9.0,1.6,6.7,Shopping,en,False,False
voylla.com,61974,61974,9.5,1.39,5.4,Shopping,en,True,False
fabindia.com,61998,61998,10.0,1.05,3.7,Shopping,en,False,False
citizenwatch.com,62060,62060,11.0,0.94,3.1,Shopping,en,False,False
tlc-direct.co.uk,62082,62082,9.9,1.21,4.5,Shopping,en,False,False
americangirl.com,62108,62108,9.8,1.26,4.7,Shopping,en,True,False
gluestore.com.au,62147,62147,9.5,1.38,5.4,Shopping,en,False,False
riogrande.com,62170,62170,9.2,1.52,6.1,Shopping,en,False,False
scrubsunlimited.com,62190,62190,11.0,1.0,3.5,Shopping,en,False,False
turntablelab.com,62274,62274,12.0,0.77,2.4,Shopping,en,True,False
forbiddenplanet.com,62282,62282,11.0,0.93,3.1,Shopping,en,False,False
rticcoolers.com,62312,62312,8.5,1.97,8.5,Shopping,en,False,False
goodywatch.com,62324,62324,8.2,2.2,9.9,Shopping,en,False,False
greatbigcanvas.com,62334,62334,11.0,0.95,3.2,Shopping,en,False,False
chromeindustries.com,62359,62359,9.6,1.31,5.0,Shopping,en,False,False
buyabans.com,62439,62439,10.0,1.1,4.2,Shopping,en,False,False
stihlusa.com,62473,62473,11.0,1.0,3.5,Shopping,en,False,False
stage.com,62483,62483,9.9,1.19,4.4,Shopping,en,False,False
tdrewards.com,62527,62527,14.0,0.59,1.6,Shopping,en,False,False
redwingheritage.com,62565,62565,11.0,0.96,3.3,Shopping,en,False,False
blink.com.kw,62619,62619,10.0,1.12,4.1,Shopping,en,False,False
myfasco.com,62659,62659,10.0,1.04,3.7,Shopping,en,False,False
marinelayer.com,62673,62673,9.5,1.32,5.1,Shopping,en,False,False
jetsetter.com,62714,62714,13.0,0.6,1.6,Shopping,en,False,False
evitamins.com,62863,62863,10.0,1.1,4.0,Shopping,en,False,False
fivebelow.com,62866,62866,9.4,1.34,5.2,Shopping,en,True,False
bootbarn.com,62902,62902,9.3,1.38,5.4,Shopping,en,False,False
paperbackswap.com,62919,62919,9.5,1.29,5.0,Shopping,en,False,False
smallable.com,62960,62960,9.3,1.4,5.5,Shopping,en,False,False
cnfashionpub.com,62969,62969,8.0,2.24,10.0,Shopping,en,False,False
famous-smoke.com,62998,62998,10.0,1.11,4.1,Shopping,en,True,False
blu.com,63010,63010,9.9,1.2,4.3,Shopping,en,False,False
maverickbyloganpaul.com,63011,63011,11.0,0.81,2.6,Shopping,en,False,False
merlincycles.com,63029,63029,11.0,0.9,3.1,Shopping,en,False,False
shoedazzle.com,63030,63030,9.9,1.14,4.2,Shopping,en,True,True
cardpool.com,63035,63035,11.0,0.82,2.7,Shopping,en,False,False
longchamp.com,63088,63088,9.5,1.3,5.0,Shopping,en,False,False
masorini.com,63108,63108,12.0,0.67,2.0,Shopping,en,False,False
huiontablet.com,63126,63126,11.0,0.8,2.6,Shopping,en,False,False
itsiphone.com,63154,63154,10.0,1.0,3.5,Shopping,en,False,False
dreams.co.uk,63181,63181,10.0,0.99,3.5,Shopping,en,True,False
gshock.com,63235,63235,10.0,1.1,3.9,Shopping,en,True,False
infinixmobility.com,63263,63263,11.0,0.92,3.1,Shopping,en,False,False
karmaloop.com,63270,63270,10.0,1.0,3.5,Shopping,en,False,False
yarnspirations.com,63295,63295,11.0,0.86,2.9,Shopping,en,False,False
johnnyseeds.com,63318,63318,8.8,1.58,6.6,Shopping,en,False,False
topodesigns.com,63336,63336,10.0,1.09,4.0,Shopping,en,True,False
digikey.ca,63337,63337,9.5,1.25,4.8,Shopping,en,False,False
greats.com,63392,63392,11.0,0.89,3.0,Shopping,en,False,False
primecables.ca,63405,63405,9.7,1.19,4.5,Shopping,en,False,False
mageplaza.com,63432,63432,12.0,0.67,2.0,Shopping,en,False,False
digilentinc.com,63473,63473,12.0,0.77,2.4,Shopping,en,False,False
platt.com,63489,63489,12.0,0.73,2.3,Shopping,en,True,False
thefryecompany.com,63654,63654,10.0,1.04,3.8,Shopping,en,False,False
royalqueenseeds.com,63727,63727,13.0,0.57,1.6,Shopping,en,False,False
energymuse.com,63785,63785,12.0,0.71,2.2,Shopping,en,False,False
steinhafels.com,63786,63786,13.96,2.64,6.932,Shopping,en,True,False
self-portrait-studio.com,63803,63803,9.4,1.3,5.0,Shopping,en,False,False
goxip.com,63813,63813,11.0,0.92,3.2,Shopping,en,False,False
robotistan.com,63833,63833,10.3,0.98,3.49,Shopping,en,False,False
callawaygolfpreowned.com,63861,63861,10.0,1.07,3.9,Shopping,en,False,False
fishpond.com.au,63867,63867,11.0,0.79,2.5,Shopping,en,False,False
geox.com,63892,63892,9.3,1.3,5.2,Shopping,en,False,False
fleetfarm.com,63902,63902,11.0,0.9,3.1,Shopping,en,False,False
overkillshop.com,63906,63906,10.0,1.0,3.6,Shopping,en,False,False
noahny.com,63920,63920,9.8,1.1,4.2,Shopping,en,False,False
jako-o.com,63977,63977,8.5,1.72,7.5,Shopping,en,False,False
liligal.com,64006,64006,9.8,1.11,4.2,Shopping,en,True,True
pmtonline.co.uk,64018,64018,12.0,0.69,2.1,Shopping,en,True,False
fbbonline.in,64060,64060,8.9,1.45,5.9,Shopping,en,False,False
foxeer.com,64062,64062,7.0,3.4,18.0,Shopping,en,False,False
icanvas.com,64141,64141,9.6,1.18,4.5,Shopping,en,False,False
americantrucks.com,64167,64167,9.5,1.2,4.6,Shopping,en,False,False
mytruwood.com,64210,64210,12.0,0.66,2.0,Shopping,en,True,True
missouriquiltco.com,64240,64240,9.3,1.3,5.1,Shopping,en,False,False
dsquared2.com,64280,64280,9.3,1.2,4.9,Shopping,en,False,False
burton.co.uk,64333,64333,9.1,1.33,5.3,Shopping,en,True,False
toolfarm.com,64390,64390,13.0,0.57,1.6,Shopping,en,False,False
hannaandersson.com,64396,64396,8.6,1.56,6.6,Shopping,en,False,False
maybelline.com,64421,64421,11.0,0.79,2.6,Shopping,en,False,False
hhokit.ie,64438,64438,17.7,1.22,2.53,Shopping,en,True,False
stylewe.com,64442,64442,10.0,0.95,3.4,Shopping,en,True,True
shopxxxtentacion.com,64508,64508,12.0,0.64,1.9,Shopping,en,False,False
othoba.com,64541,64541,8.58,1.58,6.77,Shopping,en,False,False
diamondback.com,64599,64599,9.6,1.14,4.4,Shopping,en,False,False
rockport.com,64610,64610,9.6,1.1,4.3,Shopping,en,True,False
usagundamstore.com,64686,64686,9.0,1.33,5.4,Shopping,en,False,False
dftba.com,64710,64710,11.0,0.79,2.6,Shopping,en,False,False
adultsextoysdirect.co.uk,64778,64778,15.98,1.2,2.76,Shopping,en,False,False
exoticindiaart.com,64853,64853,12.0,0.68,2.1,Shopping,en,False,False
groovelife.com,64885,64885,10.0,0.96,3.5,Shopping,en,False,False
glassons.com,65006,65006,9.2,1.25,5.0,Shopping,en,False,False
ruralking.com,65136,65136,11.0,0.75,2.5,Shopping,en,False,False
samuraibuyer.jp,65182,65182,12.0,0.63,1.9,Shopping,en,False,False
sapnaonline.com,65190,65190,12.0,0.66,2.0,Shopping,en,False,False
navionics.com,65311,65311,9.4,1.15,4.5,Shopping,en,False,False
yankeecandle.com,65332,65332,9.2,1.21,4.8,Shopping,en,False,False
toryburch.jp,65335,65335,9.8,1.0,3.9,Shopping,en,False,False
cilory.com,65386,65386,9.2,1.2,4.8,Shopping,en,False,False
rainbowshops.com,65392,65392,8.2,1.72,7.7,Shopping,en,True,False
gyftr.com,65415,65415,9.9,0.98,3.6,Shopping,en,False,False
rackroomshoes.com,65444,65444,9.4,1.13,4.4,Shopping,en,False,False
bestdealsoftheday.net,65484,65484,10.0,0.88,3.1,Shopping,en,False,False
memebox.com,65485,65485,11.0,0.82,2.8,Shopping,en,False,False
hanon-shop.com,65502,65502,10.0,0.96,3.5,Shopping,en,False,False
linoricci.it,65512,65512,11.0,0.76,2.6,Shopping,en,False,False
framebridge.com,65526,65526,10.0,0.9,3.2,Shopping,en,False,False
elegomall.com,65617,65617,8.0,1.9,8.6,Shopping,en,False,False
lens.com,65631,65631,9.8,1.0,3.8,Shopping,en,False,False
mountainhardwear.com,65634,65634,9.9,0.96,3.6,Shopping,en,False,False
discountdance.com,65654,65654,8.1,1.73,7.8,Shopping,en,False,False
thursdayboots.com,65688,65688,10.0,0.94,3.4,Shopping,en,True,False
kathmandu.com.au,65764,65764,9.4,1.1,4.3,Shopping,en,False,False
ple.com.au,65786,65786,9.8,0.98,3.6,Shopping,en,False,False
worldofwatches.com,65828,65828,11.0,0.8,2.7,Shopping,en,False,False
silhouettedesignstore.com,65873,65873,9.9,0.95,3.5,Shopping,en,False,False
jared.com,65893,65893,9.6,1.04,4.0,Shopping,en,False,False
cz-usa.com,65937,65937,10.0,0.9,3.3,Shopping,en,False,False
coopathome.ch,65949,65949,9.3,1.14,4.5,Shopping,en,False,False
sportsbikeshop.co.uk,66015,66015,8.2,1.66,7.5,Shopping,en,False,False
bebe.com,66037,66037,9.7,1.0,3.8,Shopping,en,False,False
textbookx.com,66067,66067,9.9,0.93,3.5,Shopping,en,False,False
kbdfans.cn,66133,66133,9.4,1.1,4.2,Shopping,en,True,False
perfume.com,66172,66172,10.0,0.93,3.4,Shopping,en,False,False
jessops.com,66192,66192,10.0,0.83,3.0,Shopping,en,False,False
friday-ad.co.uk,66208,66208,9.8,0.95,3.5,Shopping,en,False,False
ralphlauren.co.uk,66224,66224,9.7,0.98,3.7,Shopping,en,False,False
gocdkeys.com,66228,66228,11.0,0.68,2.2,Shopping,en,False,False
stalkbuylove.com,66289,66289,8.2,1.62,7.3,Shopping,en,False,False
autozonepro.com,66292,66292,9.7,0.98,3.7,Shopping,en,False,False
citybeach.com.au,66303,66303,9.0,1.22,5.0,Shopping,en,False,False
thompson-morgan.com,66312,66312,10.0,0.91,3.3,Shopping,en,False,False
bvibe.com,66318,66318,7.1,2.7,14.0,Shopping,en,False,False
bluebottlecoffee.com,66355,66355,11.0,0.77,2.7,Shopping,en,False,False
dialcom.lk,66378,66378,9.0,1.19,4.9,Shopping,en,False,False
thewalkingcompany.com,66397,66397,8.3,1.52,6.7,Shopping,en,False,False
agentprovocateur.com,66418,66418,8.8,1.3,5.3,Shopping,en,False,False
quizclothing.co.uk,66458,66458,8.8,1.3,5.3,Shopping,en,False,False
asicstiger.com,66469,66469,9.5,1.0,4.0,Shopping,en,False,False
intermixonline.com,66485,66485,10.0,0.86,3.1,Shopping,en,False,False
turnermotorsport.com,66491,66491,11.0,0.73,2.5,Shopping,en,False,False
cartridgesave.co.uk,66549,66549,12.0,0.59,1.8,Shopping,en,False,False
ansgear.com,66596,66596,8.1,1.65,7.5,Shopping,en,False,False
rageon.com,66647,66647,10.0,0.86,3.1,Shopping,en,True,False
windsorstore.com,66656,66656,9.2,1.09,4.3,Shopping,en,False,False
smallrig.com,66676,66676,9.4,1.1,4.1,Shopping,en,False,False
camelbak.com,66683,66683,10.0,0.85,3.0,Shopping,en,False,False
blocktonic.io,66731,66731,6.4,3.9,22.0,Shopping,en,False,False
dipierrobrandstore.it,66735,66735,8.4,1.5,6.5,Shopping,en,False,False
smartocity.com,66736,66736,13.0,0.55,1.6,Shopping,en,False,False
shopbot.ca,66764,66764,12.0,0.57,1.7,Shopping,en,False,False
mountainsteals.com,66861,66861,9.6,0.96,3.7,Shopping,en,False,False
precisionroller.com,66873,66873,11.0,0.68,2.2,Shopping,en,False,False
epiphone.com,66887,66887,11.0,0.76,2.6,Shopping,en,False,False
planetx.co.uk,66922,66922,8.8,1.25,5.2,Shopping,en,True,True
dankstop.com,66926,66926,9.5,0.99,3.8,Shopping,en,True,False
woodmagazine.com,66953,66953,12.0,0.56,1.6,Shopping,en,False,False
karenmillen.com,66997,66997,8.2,1.5,6.7,Shopping,en,False,False
dockers.com,67106,67106,8.5,1.37,6.0,Shopping,en,True,False
inart.com,67139,67139,8.38,1.72,7.556,Shopping,en,False,False
simplybe.co.uk,67164,67164,8.3,1.45,6.4,Shopping,en,False,False
box.co.uk,67176,67176,10.0,0.8,2.8,Shopping,en,False,False
6dollarshirts.com,67217,67217,8.6,1.3,5.6,Shopping,en,False,False
pgatoursuperstore.com,67270,67270,9.7,0.93,3.5,Shopping,en,False,False
tacticalgear.com,67280,67280,10.0,0.82,2.9,Shopping,en,False,False
towerhobbies.com,67300,67300,10.0,0.8,2.9,Shopping,en,False,False
xiaomitoday.com,67311,67311,13.0,0.52,1.5,Shopping,en,False,False
klwines.com,67370,67370,9.6,0.94,3.6,Shopping,en,False,False
burpee.com,67373,67373,10.0,0.79,2.8,Shopping,en,False,False
keelbeel.com,67374,67374,15.0,0.41,1.0,Shopping,en,False,False
hellyhansen.com,67402,67402,8.9,1.17,4.8,Shopping,en,False,False
airgundepot.com,67415,67415,9.5,0.97,3.7,Shopping,en,False,False
realisationpar.com,67446,67446,9.9,0.87,3.3,Shopping,en,False,False
soma.com,67450,67450,9.2,1.05,4.2,Shopping,en,False,False
yoybuy.com,67470,67470,8.7,1.25,5.3,Shopping,en,False,False
cobbtuning.com,67505,67505,9.5,0.95,3.7,Shopping,en,False,False
e-dym.pl,67509,67509,7.9,1.64,7.6,Shopping,en,False,False
nisbets.co.uk,67517,67517,9.1,1.09,4.4,Shopping,en,False,False
fantasticfurniture.com.au,67557,67557,8.9,1.16,4.8,Shopping,en,False,False
utsavfashion.com,67567,67567,8.7,1.23,5.2,Shopping,en,False,False
brandalley.co.uk,67598,67598,9.1,1.1,4.4,Shopping,en,True,False
oldies.com,67673,67673,11.0,0.63,2.0,Shopping,en,True,False
lakeside.com,67680,67680,8.2,1.47,6.6,Shopping,en,False,False
aveda.com,67697,67697,9.5,0.96,3.7,Shopping,en,True,False
coleman.com,67701,67701,10.0,0.8,2.9,Shopping,en,False,False
wismec.com,67763,67763,8.7,1.2,5.1,Shopping,en,False,False
plexusworldwide.com,67768,67768,9.6,0.93,3.6,Shopping,en,False,False
hsamuel.co.uk,67777,67777,9.0,1.1,4.4,Shopping,en,False,False
radioshack.com,67869,67869,11.0,0.65,2.1,Shopping,en,True,False
jacksonsart.com,67886,67886,8.9,1.12,4.6,Shopping,en,False,False
teddyfresh.com,67928,67928,12.0,0.56,1.7,Shopping,en,False,False
leatherman.com,67983,67983,9.9,0.83,3.1,Shopping,en,False,False
peachandlily.com,68056,68056,9.8,0.85,3.2,Shopping,en,False,False
saboskirt.com,68079,68079,8.1,1.5,6.8,Shopping,en,True,False
sterdio.com,68149,68149,11.0,0.64,2.1,Shopping,en,False,False
mavic.com,68168,68168,9.4,0.94,3.7,Shopping,en,False,False
thecbdistillery.com,68228,68228,9.9,0.83,3.0,Shopping,en,False,False
rothco.com,68232,68232,6.3,3.69,21.0,Shopping,en,False,False
fsastore.com,68241,68241,8.6,1.19,5.0,Shopping,en,False,False
wholesalesolar.com,68267,68267,9.7,0.88,3.4,Shopping,en,False,False
miansai.com,68308,68308,9.1,1.0,4.2,Shopping,en,False,False
on-running.com,68358,68358,11.0,0.62,2.0,Shopping,en,False,False
wordery.com,68405,68405,10.0,0.79,2.9,Shopping,en,False,False
fredericks.com,68413,68413,9.4,0.94,3.7,Shopping,en,False,False
runnerinn.com,68428,68428,9.6,0.9,3.5,Shopping,en,False,False
galls.com,68440,68440,9.6,0.89,3.4,Shopping,en,False,False
shopko.com,68462,68462,9.8,0.84,3.1,Shopping,en,False,False
courts.com.sg,68563,68563,9.7,0.87,3.3,Shopping,en,False,False
